review_url,title,body,rating,reviewer,review_date,page
https://www.mouthshut.com/review/blinkit-review-qrqqqlursop,I had a very disappointing experience with Blinkit,"I ordered Noise Buds VS102 earbuds, but what I received was clearly an already used and older product. This is completely unacceptable. When a customer pays a good amount expecting a new item, receiving something used feels like a straight-up fraud. It honestly seems like the company might be aware of such issues but chooses not to address them properly. This kind of negligence shows a lack of respect for customers and their money. I strongly feel that customers should be cautious while ordering from this platform. Based on my experience, I would not recommend ordering from Blinkit, as product quality and trust seem to be compromised.",1,sachin200682461,"Apr 19, 2026 09:12 AM",4
https://www.mouthshut.com/review/blinkit-review-ptqoorsrsop,Rotten chicken delivered for the 3rd time,Blinkit has delivered rotten luscious chicken for the 3rd time. This is absolutely shocking and unacceptable. This time around I complained and they refunded immediately,1,kevinkolankanny,"Apr 18, 2026 10:57 AM",4
https://www.mouthshut.com/review/blinkit-review-tomorsrrsop,Do not anyone form Blinkit,"""I used Blinkit for the first time for grocery delivery, and I had an absolutely pathetic experience. If Blinkit couldn't fulfill the order, they shouldn't have accepted it in the first place. To make matters worse, the delivery partner told me they couldn't deliver to such a long distance. Blinkit cancelled my order on their own, but there is no information regarding my refund. Their chat support doesn't even have an option to discuss refund issues. I have never seen such terrible service in my life.""",1,balajinarale,"Apr 17, 2026 03:57 PM",4
https://www.mouthshut.com/review/blinkit-review-nnrslpprsop,Appalling Service  Paying for Their Mistakes!,"I had a pathetic experience with Blinkit today. The delivery partner dropped my order at the completely wrong address. When I reached out to cancel because of their error, the customer support team had the audacity to tell me Id be charged a ₹ 20 cancellation fee. Why should the customer pay for the app's incompetence? Absolute lack of accountability and terrible service. It is unacceptable to penalize a customer for a delivery failure caused by the app's own partners. The support experience named Subhana was unhelpful and dismissive. Avoid!",1,pgaurangi1001,"Apr 16, 2026 12:17 PM",4
https://www.mouthshut.com/review/blinkit-review-looppsmrsop,Pathetic Customer Service,I had ordered Extension Board with high watt yo support high power and I received the board with an adaptor which doesn't fit in our normal electric board. I had requested to return or refund but they denied the request with attitude. This doesn't work in today's world with customer service is an key.,1,atullotankar367,"Apr 14, 2026 11:09 PM",4
https://www.mouthshut.com/review/blinkit-review-tmopnrmrsop,Forced decision of the customer service providers,"Had ordered few vegetables out of which did not receive 2 vegetables which was needed at the moment, some other Vegetable was delivered- which is fine - Problem is when I received a call from Blinkit- they apologied - I said no worries I mentioned -I need the vegetables so pls send it they said won't be able to send , Can we give a refund ?, I mentioned since I needed it , pls send it as otherwise I would have not insisted , they mentioned its not possible to send , we can give refund only MY point to them is - this is NOT a solution OR ANY HELP- this is a forced decision given to the customer - Saying U HAVE NO CHOICE MAAM I told them If I have to put just the 2 vegetables only in my cart which costs 45 rs so then I will be charged good amount of delivery charge which i dnt want to pay and since the mistake happens and has happened before also I really dnt think its a big deal but u are not sending the delivery cos u guys will also have to bear the delivery charges which is more than the Vegetable cost right ? They only kept saying the same So I said if its about refund then give me entire amount refund that I have ordered which is way more than 45 rs and if not the entire amount then pay me half They refused that as well My entire point is - mistakes happen from the delivery guys and its acceptable but if it happens then y should the customer NOT HAVE A CHOICE TO CHOOSE-REFUND OR GET BACK THE STUFF THAT WAS ORDERED?? If at call centre u are only saying sorry and giving refunds or forced decision then no point asking the customer also Hope my request reaches an authority who understands my point rather than this complain is here and NOTHING IS DONE ABOUT IT",1,trehannamita,"Apr 14, 2026 08:27 PM",4
https://www.mouthshut.com/review/blinkit-review-smsqtnqqsop,Pathetic Customer care,I have purchased laptop charger and I received broken seal still I accepted because I want that product but pin was not working with my laptop..I called to customer care for help..but they denied and Said this is non returnable product...I hv paid 1700 rs for this and they simply said non returnable product...I'm really not happy with this service...m keeping no usable product with me... Worst experience with Blinkit...pls guys don't use blinkit..not recommended..,1,diptiranjana19,"Apr 11, 2026 11:41 AM",4
https://www.mouthshut.com/review/blinkit-review-olmrrnqqsop,Blinkit supplied spoiled and damaged products.,"I am extremely disappointed with my recent experience. The product I received was spoiled and completely unfit for use. This clearly shows a lack of proper quality control and care in handling items before delivery. As a customer, I expect fresh and usable products, especially when paying full price. Such negligence not only causes inconvenience but also breaks trust. I hope the management takes this issue seriously and ensures stricter quality checks in the future to prevent such incidents. I would also appreciate a prompt resolution, for replacement of product.",1,ramandiwaker,"Apr 11, 2026 11:26 AM",4
https://www.mouthshut.com/review/blinkit-review-rqsrulqqsop,Looted me...not giving my refund since 1 week,I received a damaged product I sent it back for refund.but its beenn more than a week I have not received my refund .they are just fooling me.also only after making multiple follow ups they responded with very casual and unprofessional reason that blink it store has forgetted to upload the data for refund hence its been stuck.so its clear that there was no intension for refund.,1,waghela615,"Apr 11, 2026 01:26 AM",4
https://www.mouthshut.com/review/blinkit-review-lrntmolqsop,Defective Apple USB C to lighting cable 1M,"I have purchased Apple USB C to lighting cable on 06 April 2026 but when the cable is experiencing slow charging and overheating issues. Additionally, the Apple Service Centre has confirmed that the product is inauthentic. Inspite of above blinkit is not taking initiative to replace the cable with a genuine product or process a full refund at the earliest. This situation has been extremely inconvenient, and it is not feasible for me to visit the service centre repeatedly. Since the product was purchased from blinkit platform, they are not taking responsibility for ensuring its authenticity. Dont buy any product from blinkit",1,ramanvermascmt,"Apr 08, 2026 10:59 PM",4
https://www.mouthshut.com/review/blinkit-review-uqustrtpsop,I'm blinkit employee fraud company don't join it's,Fraud company employee ke paise khate ho I'm totally frasted policy banao to phle bta dia kro new employee ko taki join kre ya na kre phle bta dete to me join hi nhi krta mehnat ki kamai thi meri petrol fukne ke lie nhi dupme work kr rha tha abhi consumer forem me report dalne ja rha hu na tumhari side se store se support mila na customer care se ab finally frausted hokr yeah krna pd rha h 898287xxxx mera number h 1200 ki kmai me 840 tumne kat lie biger btae grib ki badua lgegi tumko,1,mukeshmechtiwari,"Apr 08, 2026 11:23 AM",5
https://www.mouthshut.com/review/blinkit-review-nnuortqpsop,"Convenient Service, Packaging Can Improve","Ive been using Blinkit regularly, and while the service is usually convenient, Ive noticed some decline in delivery quality over the past couple of months. In my recent order(April 3, 2026), multiple items like eggs, vegetables, and water bottles were packed together in a single bag, which made it difficult to handle and led to minor damage. Although a small refund was provided, better packaging and item separation would greatly improve the experience. With the increasing number of orders, enhancing delivery handling and customer care will help maintain the high standards Blinkit is known for.",4,sonaann695,"Apr 06, 2026 06:12 PM",5
https://www.mouthshut.com/review/blinkit-review-rlqmnrppsop,Sending sheets mask place of collagen Mask,"Even after complaining, their executives aren't taking any action, and they're still scamming customers with their collagen mask, selling a 10-minute sheet mask for ₹50;.",1,pandeyamrita301,"Apr 05, 2026 10:51 PM",5
https://www.mouthshut.com/review/blinkit-review-lsqosnppsop,Fraud site always send orders with missing product,"They are frauds I ordered 4 times all the times they brought orders with missing products and asked me for full amount , there quality of products are so bad some products are expired but they did not care, no customer care to help , they always refused to exchange bad qualities product , they are a big frauds , why they are still in business I dont understand , they are thrives , there delivery person dont know how to behave with customers , chor site",1,rachnamehta2416,"Apr 05, 2026 04:41 PM",5
https://www.mouthshut.com/review/blinkit-review-uompmropsop,Bad Delivery Service,Sabse Ghatiya Delivery Service hai.. 3 ghnte tak saman nahu phunchta Customer wait krta rahe bus.. Very Bad Service,1,m41172383,"Apr 04, 2026 10:02 PM",5
https://www.mouthshut.com/review/blinkit-review-usmrqnmpsop,Blinkit Home Delivery Services,"Recently I e in the last two months or so I have seen a deterioration in the Home delivery systems.Now a days more and more items are stuffed within one packet, leading to the packets getting torn and the items getting effected by over stuffing.Today i.e 3rd April, 2026, we got all the items i.e the eggs, vegetables and water bottles stuff d in one packet.The delivery person too just kept the same at the door step though he could have handed it up to us.It was difficult to pick up the packet.It was torn and one water bottle leaking.Though Blinkit paid back Rs 25/- but the overall experience was not satisfactory. It seems Blinkit is failing in keeping pace with it's orders and so this failure in maintaing good delivery systems.It is a warning.Promoters look into the issue and put proper controls in place.Thanks",3,subhashch08,"Apr 03, 2026 10:33 AM",5
https://www.mouthshut.com/review/blinkit-review-rpqoomqosop,"Quick Delivery, Seamless Customer Experience","I ordered a real product from Blinkit, and it arrived in 15 minutessuper impressive! A few days later, my Hilton air fryer broke down. I contacted Blinkit support; they gave me helpful advice and directed me to Hilton. Their team asked me to visit the service center with my documents. Once verified, they fixed it completely free of charge. The seamless process thrilled me! This boosted my trust in Blinkit, so I'll definitely shop there again. Need to pick items over 150 rupees next time to skip delivery fees.",4,pganesh3555,"Mar 30, 2026 07:37 PM",5
https://www.mouthshut.com/review/blinkit-review-lupnquposop,Maggi,"Exceptional delivery support, but the app and refund policy are a nightmare. I am writing this review to highlight a massive discrepancy between this companys service and its technology. On one hand, I had a fantastic experience with the delivery personnel. He was professional, helpful, and actually went out of his way to assist me with the refund process when he saw I was struggling. If the rating were based solely on him, it would be five stars. However, the app itself and the corporate refund service are abysmal. The interface is not user-friendly, and despite the ""refund service"" being advertised, it is nearly impossible to navigate or execute through the official channels. It shouldn't require the manual intervention of a delivery driver to fix a systemic failure in your app. The backend service needs a complete overhaul to match the competence of the people you have on the ground. Until the refund process is streamlined and the app bugs are fixed, I cannot recommend using this service.",1,sakinalokhandwala,"Mar 30, 2026 06:07 PM",5
https://www.mouthshut.com/review/blinkit-review-onmsqsunsop,It's worst platform,"We ordered products online through Blinkit, but they were not delivered properly. We raised a complaint and query, but it is still not resolved. This is not the first time  we have faced this issue many times. Very disappointing experience. Please be careful before using this platform, as it has been a waste of time for us.",1,rakisr2023,"Mar 27, 2026 02:58 PM",5
https://www.mouthshut.com/review/blinkit-review-sqsolnnmsop,Do not use this app. Its a scam,"I ordered a product, they send me something else and now they are telling me they sent the right product and its my fault i received the wrong product! WTF.. the product is not even sealed! They cant even prove me that they sent me the right one 😁",1,hello553,"Mar 15, 2026 03:37 AM",5
https://www.mouthshut.com/review/blinkit-review-otuputlmsop,Worst experience on dilevery and with dilevery par,Worst that's it very very rude behaviour just very very disappointed with this and due to that I have decided to install the app Never expected and never experienced such things bas naam bada hai aur kuch nahi .... Frrrrrrrr,1,samruddhijoshi718,"Mar 14, 2026 12:24 AM",5
https://www.mouthshut.com/review/blinkit-review-snpnmurlsop,Not delivered watermelon for rs 104,Order no.#ORD93148616592for rs.1305 dated 11032026 Not delivered watermelon.repeat experience No response to email and chat also No customer care no. Too Pitiable se4vice Please replace asap. U may lose business from regular customer,1,kingkohli,"Mar 12, 2026 11:57 AM",5
https://www.mouthshut.com/review/blinkit-review-turpptnurop,No resolution,"When informed about one of the item is damaged, they made its too complicated. They asked to download the app and attach video which will be reviewed in multiple business days will get back to me. I ordered through web as my phone region doesnt allow to download as Im here for visit. My question was when u can accept the order then u should be fixing the problem also through web. I trusted a friend pf mine who used to buy through blinkit my bad. Its just a small amount but I was in a very need of it where I ordered and this is the result. I will escalate this upward.",1,operation653,"Mar 02, 2026 04:36 PM",5
https://www.mouthshut.com/review/blinkit-review-tntrumlurop,Worst support,The delivery guy returned 34 rs instead of 234 as we were facing some issues with the network we couldnt check the payment and these Blinkit people are saying the delivery partner confirmed the payment I have been spending more than 35k on a monthly basis in Blinkit and they are asking for a proof for 200 rs as he might have given us cash but I have shared them the whole screenshot of the payment done all nonsense excusesthey are worst in customer support last month a delivery partner took 3 hours to deliver the product stating I m on my way for that also they didnt take any disciplinary action and now this day by day their service is going to hell,1,manishadutta818,"Feb 28, 2026 04:29 PM",5
https://www.mouthshut.com/review/blinkit-review-uppumqutrop,Electric product,"Very useful, on time delivery, suddenly plan and most useful and surprise gift also we can based on blinkit delivery time",5,manizoho,"Feb 27, 2026 11:09 PM",5
https://www.mouthshut.com/review/blinkit-review-srnoortsrop,"Blinkit : Superfast , but not always Spot on.","I have been using Blinkit for quick grocery deliveries for the past few months, and my experience has been mixed. The biggest advantage is definitely the fast delivery. In many cases, my order arrived within 10 minutes, which is very helpful during emergencies or when you forget to buy essential items like milk or bread. The app interface is also simple and easy to navigate, making the ordering process smooth. However, there have been some disappointing experiences as well. A few times, items were shown as available but got cancelled after placing the order. I also received vegetables that were not very fresh. Customer support is mostly chat-based, and resolving issues can take time. Refunds are not always instant, which can be frustrating. Pricing is slightly higher compared to local stores, but you are paying for convenience and speed. Overall, Blinkit is good for urgent and small orders, but I would not rely on it for full monthly grocery shopping. Its convenient, but consistency and quality control need improvement.",3,AbhigyanBinjola128,"Feb 18, 2026 09:23 PM",5
https://www.mouthshut.com/review/blinkit-review-lqpumrtsrop,Double payment collected by blinkit,"I have purchased a product from blinkit by paying payment thru UPI, but at the time of delivery, they have collected cash from my home and Complained to blinkit for the didn't refund me. Bogus management",1,shahprnay,"Feb 18, 2026 08:42 PM",5
https://www.mouthshut.com/review/blinkit-review-umoqmlssrop,Worst,"Worst, fraud, big scammers, they are least concern with clients they only interested in stealing our hard earned money",1,maulikjoshi1987,"Feb 18, 2026 12:17 AM",5
https://www.mouthshut.com/review/blinkit-review-mlqtonpsrop,Bd service provided by blinkit,"Gurbhej singh delivery boy misbehaved using the wrong language for the order as he refused to deliver in office. When have word's with blinkit they said we blocked the Id of the same delivery boy. Earlier order for cookies, all damaged cookies send , but after long conversation they returned back. Gunda type service boys working with blinkit, I recorded the conversation of Service boy Gurbhej singh at Patiala, totally illiterate, assurance given that they blocked id, but no proof with us, Customer care service only to apologise. Coming time will definitely end of blinkit",1,sonisukhvinder29,"Feb 16, 2026 02:36 PM",5
https://www.mouthshut.com/review/blinkit-review-quotonosrop,Customer service is shit!!!!,You guys can really help improve your customer service. Ive been using blinkit over your competitors for years. Not once returned or complained. The customer service agent chooses to laugh at customers when they are raising and issue instead of handling an angry customer. Im not rude im not impolite but a little cordial response is expected from customer service,1,sundaramsuganya,"Feb 15, 2026 01:20 PM",5
https://www.mouthshut.com/review/blinkit-review-ptunopnsrop,Cod problem,I want cod but it doesn't work...pls do something today blinkit not working. Pls do something 🙏 it's not working today ehy Today it's not pay by cod,2,kshetribijay80,"Feb 14, 2026 06:22 PM",6
https://www.mouthshut.com/review/blinkit-review-rnrnupmsrop,Delivery of expired supplements,I received order on the 13 th feb that is today and they delivered expired product and when asked they suggested pick up and refund . The customer care executive was even pathetic,1,preetbakshi21,"Feb 13, 2026 07:57 PM",6
https://www.mouthshut.com/review/blinkit-review-plospulsrop,Blinkit is NOT safe. Very disturbing experience.,"I placed an order and some items were missing. When the delivery agent arrived, he called me and misbehaved, asking me to come downstairs. I went downstairs, but he was not there. He again spoke rudely and kept changing the location, asking me to come upstairs. The way he was talking made me feel unsafe. I informed customer support about this behavior. However, for the redelivery of the missing item, the same delivery agent was assigned again. Because of his previous behavior, I felt insecure and asked him to leave the package at my doorstep. After some time, I collected it. Later, I found that the lemon delivered was rotten. I contacted support again, and shockingly, the redelivery was once again assigned to the same delivery agent. I again requested doorstep delivery. After waiting for about 10 minutes, when I opened the door to collect the packet, he was still standing there and was pushing the door from the side. I had to forcefully close and lock the door. It was extremely scary and disturbing. Customer safety should be the top priority. Assigning the same delivery agent after a safety complaint is completely unacceptable. I do not feel safe ordering from Blinkit again.",1,ishitaverma362,"Feb 13, 2026 02:22 PM",6
https://www.mouthshut.com/review/blinkit-review-nmpunpurrop,Fraud company,I waited for 35 mins and then order was cancelled with any information for no reason and team is calling me and saying delivery boy has cancelled.,1,rachanabajaj27,"Feb 12, 2026 12:02 PM",6
https://www.mouthshut.com/review/blinkit-review-rpttmltrrop,Expired item with a broken seal,"They sent me an expired item with a broken seal, and when I tried to talk to customer service, they just gave me a lecture about company policy... so unprofessional...pathetic..deleting the app",1,jaikankare,"Feb 11, 2026 04:13 PM",6
https://www.mouthshut.com/review/blinkit-review-qpsuooqrrop,Poor service,"I have ordered the boat ear bud, which was defective and it was under seven days replacement policy, but the customer support deny for the replacement and and the chat. Also, the supervisor did the same. She was giving the excuses and then didnt proceed with replacement.",1,balramjadon21,"Feb 10, 2026 10:31 AM",6
https://www.mouthshut.com/review/blinkit-review-prtrummrrop,Extremely Disappointing Experience with Blinkit,"Based on my most recent order, I had a really bad experience with Blinkit and would not suggest it. Although the app aggressively advertises ""super fast"" delivery, the actual delivery was much later than anticipated. The lack of communication about the delay exacerbated the experience. One product was damaged and several items were missing when the order finally arrived. This degree of negligence is unacceptable for a service that charges high fees for convenience. It is evident that quality checks are insufficient. Another big disappointment was the customer service. It was challenging to get through to a real human representative, and the answers I got seemed robotic and useless. Rather than properly resolving the issue, I received generic responses that failed to address the real issues. Additionally, the refund/compensation procedure was unneededly drawn out and annoying. Despite Blinkit's claims to be a dependable and effective solution for everyday problems, I had the opposite experience. The goal of using such an app is totally undermined by high costs, erratic delivery, missing items, and subpar customer support. I would strongly advise others to reconsider using Blinkit until there are significant improvements in service quality and support.",1,viradiyakrunal9,"Feb 06, 2026 01:47 PM",6
https://www.mouthshut.com/review/blinkit-review-osposssqrop,Never buy anything from blinkIt. It is the worst,Blibkit is the worst company with expired food products. Two girls who ordered icecream from blinkit are now hospitalized. Customer service is the worst ever.,1,Password1234,"Feb 04, 2026 12:55 AM",6
https://www.mouthshut.com/review/blinkit-review-usotporqrop,Item wasn't returnable and exchangeable,"Whoever make this app is mad , suffer , idiot, and this app coustomer service is on another level i think ban This app and arrest the person who made this . I like big basket app and I will always do worst ratings for this app.",1,piyush0singh0999,"Feb 02, 2026 07:11 PM",6
https://www.mouthshut.com/review/blinkit-review-nupqqtlqrop,Item missing in ordered & paid items with blinkit,"Placed order today (30-1-26) with Blinkit for 1kgx3 Whole Farm Raw Sonamasuri Rice, 1kgx1 Bhagyalakshmi Premium Dosa Rice & 500mlx2 Nandini Shubham Milk and paid ₹367/- by GPay. A sealed bag was delivered to me and on opening the bag noticed 1kgx1 Whole Farm Raw Sonamasuri rice was missing. Soon after I contacted Blinkit through their App Chat, they bluntly refused to accept my complaint about shortage. They say that all the ordered items were delivered and they cannot do anything.",1,arvgopal,"Jan 30, 2026 03:33 PM",6
https://www.mouthshut.com/review/blinkit-review-tpsoomlqrop,Blinkit ......very worst service,"I was order three print out , recd only 2. charges i paid to blink it 50 rs. while getting help from coutomer care they are refunnding 3 rs. if agin place order for missing page i have to pay high charge. Team even doest have sloution for it , very bad experanc will put this on social media not to used Prnt out option from blink it. ChatGPT said: Got it  heres a clear, strong, and polished version you can post as a complaint or social media review. Ive kept the tone firm but factual 👇 Version (Professional but Critical): I ordered three printouts from Blinkit but received only two. I paid ₹50 for the service. When I contacted customer care, they offered a refund of just ₹3, which is completely unacceptable. If I place a fresh order for the missing page, I am expected to pay a much higher charge again. The support team had no proper solution for their mistake. This has been a very disappointing experience. I will be sharing this experience on social media to warn others not to use the printout option on Blinkit until they fix such issues.",1,shrinaiksatam,"Jan 30, 2026 10:33 AM",6
https://www.mouthshut.com/review/blinkit-review-npuuporprop,Delevry issue,"Thanks for my customer care partner sadvika on 28 jan 20263 Am, I've ordered a product it's not been delivered and the application showes me, the prodect has been delivered, I've contacted customer support and the person called sadvika assested me and he'd me to get the refund instantly really wanted to appreciate her for her patents and efforts she was so calm and observed my issue and sored it out instantly wanted to rate her csat 10 out of 11 for her hard work and efforts... Appreciation for sadvika",5,ngunasekaran251997,"Jan 28, 2026 03:15 AM",6
https://www.mouthshut.com/review/blinkit-review-muptqrtorop,Unhelpful delivery boy,"Delivery boy, mentioned to me he was unable to deliver my goods at my doorstep because the lift was not working, he sarcastically told me even he's a human, and can climb up until the 4th floor not until the 7th floor. I sure understand he didn't have to climb mountains. While he chose his job and should be delivering it until my door step... never again. Also I was charged twice for the same delivery as the first order did not go through. Still awaiting my credit.",1,jennycaeiro,"Jan 22, 2026 08:46 PM",6
https://www.mouthshut.com/review/blinkit-review-nrqsproorop,MetaShot Bat Defective  Blinkit Doesnt Take Resp,"I ordered a MetaShot smart bat via Blinkit, but my experience has been extremely disappointing. The bat did not turn on even after charging for 3 hours. The power button is not working, and it cannot pair with the MetaShot app. MetaShot agreed to replace the defective product, which is the only positive part. Blinkit refuses to respond, saying it is not their responsibility, yet they take money without accountability. The National Consumer Helpline (NCH) closed my grievance without notice or explanation, leaving me with no solution. I received a defective product, faced extremely poor service from Blinkit, and found the grievance process through NCH ineffective. Be cautious when purchasing from Blinkit. At least MetaShot will replace the product, but the delivery platform provides no resolution.",1,charankumarnarra,"Jan 20, 2026 02:10 PM",6
https://www.mouthshut.com/review/blinkit-review-oqqqnroorop,Frozen items stinking,"The Andheri West store of blinkit repeated repeatedlysending chicken order that I have placed, which is stinking and even after I repeated Complaint, it's not called not the money funded three times repeatedly this has happened. The apologies but do nothing about it .They are freezing NOT frozen items in the fridge, but storing ginger, garlic onions I'm always getting them cold which I do not like but nothing is improving in the store again today again stale stinking Chicken has been sent to me and even after Complaint they have not bothered to call. which is not required they are all coming cold whereas I've complained I but thinking every time this andheri west new link road store of the store also needs to be shut soon worst experience with them . They preapprove the entry and send after 20 minutes. It's very rare that they send within seven minutes with such bad services. This branch needs to be shot to.",1,thapars68,"Jan 20, 2026 02:02 PM",6
https://www.mouthshut.com/review/blinkit-review-tnuumooorop,I hate this company,"Blocking an employees ID for 24 hours just for posting about Chhatrapati Shivaji Maharajs Rajyabhishek Day is an outright insult to Maharashtras identity and pride. Chhatrapati Shivaji Maharaj is not just a historical figure  he is revered as a deity by millions. If you want to do business in Maharashtra and earn money from its people, you must respect its history, culture, and sentiments. If Blinkit has a problem with our deities and icons, then you have no moral right to operate your business in Maharashtra. Posts about foreign issues and controversial topics are allowed, but Chhatrapati Shivaji Maharaj is not? This double standard is unacceptable. If even a little self-respect remains among Marathi people, then: 👉 Uninstall Blinkit 👉 Do not spend a single rupee on this app 👉 Respond to this insult with a complete BOYCOTT 🚩 No apology. No compromise. Disrespect to Chhatrapati Shivaji Maharaj will NOT be tolerated.",1,suvarnahivarkar,"Jan 20, 2026 11:05 AM",6
https://www.mouthshut.com/review/blinkit-review-ltmtlunnqop,Placed order chicken 450g*2,"I have placed chicken 450g * 2 and paid for two but received only one there is no proper response, even after reminders need immediate response",1,vasdamodaran,"Jan 13, 2026 12:28 AM",6
https://www.mouthshut.com/review/blinkit-review-uslnuonnqop,Double Payment Issue,"This note is not written in anger, but in disappointment and with the hope that it reaches the right decision-makers at Blinkit. If we send mail and report to customer care no cares about the issues I never saw something like this worst service and they are not responsible if something happens to the customers by their deliver agents and they will say that they are looking into and and they will ask time for 24 hours and they not respond and they wont even try to sloe the problem its better to stop use blinkit so that the consumers will be safe",1,karlapatiganesh,"Jan 12, 2026 04:07 PM",6
https://www.mouthshut.com/review/blinkit-review-lssnplumqop,Worst app i've seen,"Guys, never pay before the order has delivered. Just choose cash on delivery. And worst customer service. No help line",1,laxmipoojitha000,"Jan 09, 2026 09:09 PM",6
https://www.mouthshut.com/review/blinkit-review-rrpnnutmqop,Bad service,Blinkit service in sikar poor. They show quantity of product in the app and when we order we get less quantity product. And what is the egg price in blinkit. 1 egg cost 14 rupees. What is it made of steel or something.,1,shafeelashefi40,"Jan 09, 2026 07:30 PM",6
https://www.mouthshut.com/review/blinkit-review-tpsolsulqop,Bad experience,My mom the worse experience she ordered iphone 15 airpods and she got the other iphones air pods and there are not even ready to take that back by wasting are money and she didn't even opend that and there are not taking the material back also.staff was really annoying Instamart is more better,1,milindjamdade,"Jan 06, 2026 05:31 PM",7
https://www.mouthshut.com/review/blinkit-review-soptloslqop,PUBLIC NOTE| FOR CUSTOMER & BLINKIT LEADERSHIP,"PUBLIC NOTE | FOR CUSTOMERS & BLINKIT LEADERSHIP This note is not written in anger, but in disappointment  and with the hope that it reaches the right decision-makers at Blinkit. Blinkit has built its brand on speed and convenience. However, when it comes to electronics, the platform follows a model where the companys risk is reduced to zero, and the customer is made to carry 100% of it. Electronics are being sold with no practical return option, even when there is miscommunication at the delivery level. Customers are expected to accept internal policies, while the platform takes no responsibility for what is promised on the ground. This raises an important question for leadership: If Blinkit does not want to take responsibility for electronics, why sell them at all? Being a channel partner should mean shared responsibility, not complete risk transfer to the end customer. A policy may be legally safe, but ethically and experientially, it reflects poorly on a customer-first brand. Quick commerce cannot be an excuse for rigid service. Speed without accountability does not build trust  it erodes it",1,dipendrapaloffice,"Jan 05, 2026 12:33 PM",7
https://www.mouthshut.com/review/blinkit-review-tooptpolqop,Vaccum cleaner scam,No proper distription about product vaccum machine use only 20 min this information not give in distription after contact costmare care not supported and product not replace product scam with costmare not properly guide,1,shekharsanas07,"Jan 02, 2026 01:30 PM",7
